SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,INE995S01015
NKIND,NK Industries Limited,EQ,07-JUL-1995,INE542C01019
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,INE589A01014
NMDC,NMDC Limited,EQ,03-MAR-2008,INE584A01023
NOCIL,NOCIL Limited,EQ,17-JAN-1996,INE163A01018
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,INE781B01015
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-JUN-1996,INE369C01017
NORTHARC,Northern Arc Capital Limited,EQ,24-SEP-2024,INE850M01015
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,INE02H701025
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,INE0FFK01017
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,INE740D01017
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,INE349A01021
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,INE0JM501013
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,INE023A01030
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,INE0NNS01018
NTPC,NTPC Limited,EQ,05-NOV-2004,INE733E01010
NTPCGREEN,NTPC Green Energy Limited,EQ,27-NOV-2024,INE0ONG01011
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,INE096B01018
NURECA,Nureca Limited,EQ,25-FEB-2021,INE0DSF01015
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,INE531F01023
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,INE118D01016
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,INE388Y01029
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,INE959C01023
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,INE426Z01016
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,INE093I01010
OCCLLTD,OCCL Limited,EQ,29-OCT-2024,INE0PK601023
ODIGMA,Odigma Consultancy Solutions Limited,EQ,12-DEC-2024,INE054301028
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,INE881D01027
OIL,Oil India Limited,EQ,30-SEP-2009,INE274J01014
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-AUG-1995,INE591A01010
OLAELEC,Ola Electric Mobility Limited,EQ,09-AUG-2024,INE0LXG01040
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,INE260D01016
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,INE090B01011
OMAXE,Omaxe Limited,EQ,09-AUG-2007,INE800H01010
OMFREIGHT,Om Freight Forwarders Limited,EQ,08-OCT-2025,INE1BZC01019
OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,INE239D01028
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,INE474L01016
ONELIFECAP,Onelife Capital Advisors Limited,BE,17-OCT-2011,INE912L01015
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,INE840Y01029
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-JAN-2025,INE013P01021
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,INE213A01029
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,INE809I01019
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,INE229A01017
OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,INE350C01017
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,INE231G01010
ORCHASP,Orchasp Limited,EQ,07-FEB-2025,INE215B01022
ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,INE191A01027
ORICONENT,Oricon Enterprises Limited,BE,24-JUL-2015,INE730A01022
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,INE998H01012
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,INE607D01018
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,INE876N01018
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-DEC-2005,INE569C01020
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,INE142Z01019
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,INE750A01020
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,INE609C01024
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,INE592A01026
ORIENTTECH,Orient Technologies Limited,EQ,28-AUG-2024,INE0PPK01015
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,INE725E01024
ORKLAINDIA,Orkla India Limited,EQ,06-NOV-2025,INE16NZ01023
ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,INE849L01019
ORTINGLOBE,ORTIN GLOBAL LIMITED,BE,30-MAR-2021,INE749B01020
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-DEC-2022,INE06IR01021
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,INE142A01012
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,INE143A01010
OSWALPUMPS,Oswal Pumps Limited,EQ,20-JUN-2025,INE0BYP01024
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,28-FEB-2023,INE00IK01029
PACEDIGITK,Pace Digitek Limited,EQ,06-OCT-2025,INE0S3G01027
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,INE761H01022
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,INE420C01059
PAKKA,PAKKA LIMITED,EQ,11-JUL-2023,INE551D01018
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,INE471W01019
PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,INE218G01033
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,INE922B01023
PANACHE,Panache Digilife Limited,EQ,06-JAN-2020,INE895W01019
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,INE305C01029
PANSARI,Pansari Developers Limited,BE,18-OCT-2021,INE697V01011
PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,INE04LG01015
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,INE074B01023
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,INE088F01024
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,INE883N01014
PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,INE045601023
PARASPETRO,Paras Petrofils Limited,BE,14-FEB-1996,INE162C01024
PARKHOSPS,Park Medi World Limited,EQ,17-DEC-2025,INE119201023
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,INE988S01028
PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,INE561H01026
PASHUPATI,Pashupati Cotspin Limited,EQ,17-JUL-2025,INE124Y01010
PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,INE818B01023
PATANJALI,Patanjali Foods Limited,EQ,24-JAN-2020,INE619A01035
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,INE244B01030
PATELRMART,Patel Retail Limited,EQ,26-AUG-2025,INE0R8B01010
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,INE529D01014
PAUSHAKLTD,Paushak Limited,EQ,01-DEC-2025,INE111F01024
PAVNAIND,Pavna Industries Limited,EQ,01-JUN-2023,INE07S101038
PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,INE982J01020
PCBL,PCBL Chemical Limited,EQ,29-MAR-1995,INE602A01031
PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,INE785M01021
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,INE865T01018
PDSL,PDS Limited,EQ,21-OCT-2014,INE111Q01021
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,INE844A01013
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,INE932A01024
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,INE138A01028
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,INE262H01021
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,INE347G01014
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,INE134E01011
PFIZER,Pfizer Limited,EQ,28-APR-1999,INE182A01018
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,INE367G01038
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,INE560K01014
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,INE457L01029
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,INE179A01014
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,INE199A01012
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,INE940H01022
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,INE211B01039
PICCADIL,Piccadily Agro Industries Limited,EQ,02-JUL-2025,INE546C01010
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,INE318A01026
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,17-MAY-2023,INE557Z01018
PIIND,PI Industries Limited,EQ,15-JUN-2011,INE603J01030
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,INE417C01014
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,INE600A01035
PINELABS,Pine Labs Limited,EQ,14-NOV-2025,INE15B701018
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,INE156C01018
PIRAMALFIN,Piramal Finance Limited,EQ,07-NOV-2025,INE202B01038
PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,INE450D01021
PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,INE751B01018
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-AUG-2015,INE431F01018
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,INE083C01022
PLATIND,Platinum Industries Limited,EQ,05-MAR-2024,INE0PT501018
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,INE0INJ01017
PNB,Punjab National Bank,EQ,24-APR-2002,INE160A01022
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,INE859A01011
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,INE572E01012
PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,INE392B01011
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,INE195J01029
PNGJL,P N Gadgil Jewellers Limited,EQ,17-SEP-2024,INE953R01016
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,INE063E01053
PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,INE371C01013
POKARNA,Pokarna Limited,EQ,07-JUL-2016,INE637C01025
POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,INE417T01026
POLYCAB,Polycab India Limited,EQ,16-APR-2019,INE455K01017
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,INE205C01021
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,INE633B01018
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,INE838E01017
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,INE511C01022
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,INE752E01010
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,INE07Y701011
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,INE211R01019
PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,INE095I01015
PPL,Prakash Pipes Limited,EQ,14-JUN-2019,INE050001010
PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,INE0DK501011
PRABHA,Prabha Energy Limited,EQ,19-MAR-2025,INE0I0M01023
PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,INE505C01016
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,INE074A01025
PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,INE603A01013
PRAKASHSTL,Prakash Steelage Limited,BE,25-AUG-2010,INE696K01024
PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,INE546Y01022
PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,INE484I01029
PRECOT,Precot Limited,EQ,19-AUG-2005,INE283A01014
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,INE372C01037
PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,INE863B01029
PREMIER,Premier Limited,BE,03-APR-1996,INE342A01018
PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,INE0BS701011
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,INE309M01020
PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,INE811K01011
PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,INE726V01018
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,INE032B01021
PRIMO,Primo Chemicals Limited,EQ,22-APR-2025,INE607A01022
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,INE689W01016
PRITI,Priti International Limited,EQ,02-MAR-2022,INE974Z01015
PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,INE583R01029
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,INE959A01019
PROSTARM,Prostarm Info Systems Limited,EQ,03-JUN-2025,INE0BX301013
PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,INE004A01022
PROZONER,Prozone Realty Limited,EQ,12-SEP-2012,INE195N01013
PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,INE010A01011
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,INE00F201020
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,10-MAY-1995,INE024D01016
PSB,Punjab & Sind Bank,EQ,30-DEC-2010,INE608A01012
PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,INE488V01015
PTC,PTC India Limited,EQ,07-APR-2004,INE877F01012
PTCIL,PTC Industries Limited,EQ,09-JUN-2023,INE596F01018
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,INE034D01049
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,INE277B01014
PURVA,Puravankara Limited,EQ,30-AUG-2007,INE323I01011
PVP,PVP Ventures Limited,EQ,03-APR-1996,INE362A01016
PVRINOX,PVR INOX Limited,EQ,04-JAN-2006,INE191H01014
PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,INE772T01024
PWL,Physicswallah Limited,EQ,18-NOV-2025,INE0LP301011
PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,INE0MIS01010
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,INE0SII01026
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,INE0LRY01011
QUESS,Quess Corp Limited,EQ,12-JUL-2016,INE615P01015
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,INE306L01010
RACE,Race Eco Chain Limited,EQ,09-MAY-2023,INE084Q01012
RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,INE704B01017
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,INE855R01021
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,INE944F01028
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,INE919I01024
RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,INE0DD101019
RAIN,Rain Industries Limited,EQ,03-MAR-2008,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,INE961O01016
RAJESHEXPO,Rajesh Exports Limited,BZ,09-FEB-2000,INE343B01030
RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,INE00KV01022
RAJOOENG,Rajoo Engineers Limited,EQ,29-MAY-2025,INE535F01024
RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,INE451D01029
RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,INE533D01032
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,INE562B01019
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,INE952H01027
RALLIS,Rallis India Limited,EQ,01-APR-1999,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,INE278B01020
RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,INE230R01035
RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,INE331A01037
RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,INE614A01028
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,INE246B01019
RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,INE874I01013
RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,INE207E01023
RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,INE625B01014
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,INE05CZ01011
RAYMOND,Raymond Limited,EQ,18-OCT-1995,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,INE02ID01020
RAYMONDREL,Raymond Realty Limited,EQ,01-JUL-2025,INE1SY401010
RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,INE07T201019
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,EQ,27-DEC-2023,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,INE027A01015
RCOM,Reliance Communications Limited,BE,06-MAR-2006,INE330H01018
RECLTD,REC Limited,EQ,12-MAR-2008,INE020B01018
REDINGTON,Redington Limited,EQ,15-FEB-2007,INE891D01026
REDTAPE,Redtape Limited,EQ,11-AUG-2023,INE0LXT01019
REFEX,Refex Industries Limited,EQ,03-DEC-2009,INE056I01025
REGAAL,Regaal Resources Limited,EQ,20-AUG-2025,INE0MHO01029
REGENCERAM,Regency Ceramics Limited,EQ,05-JUN-1996,INE277C01012
RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,INE750D01016
RELIABLE,Reliable Data Services Limited,BE,10-JUL-2024,INE375Y01018
RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,INE002A01018
RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,INE621H01010
RELINFRA,Reliance Infrastructure Limited,BE,08-FEB-1995,INE036A01016
RELTD,Ravindra Energy Limited,EQ,30-JUL-2024,INE206N01018
REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,INE474C01023
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,INE087H01022
REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,INE612J01015
REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,INE364Z01019
REPRO,Repro India Limited,EQ,22-DEC-2005,INE461B01014
RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,INE03DD01011
RGL,Renaissance Global Limited,EQ,12-DEC-2007,INE722H01024
RHETAN,Rhetan TMT Limited,EQ,26-SEP-2025,INE0KKN01029
RHFL,Reliance Home Finance Limited,BZ,22-SEP-2017,INE217K01011
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,INE743M01012
RHL,Robust Hotels Limited,EQ,25-APR-2023,INE508K01013
RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,INE046A01015
RISHABH,Rishabh Instruments Limited,EQ,11-SEP-2023,INE0N2P01017
RITCO,Ritco Logistics Limited,EQ,12-APR-2022,INE01EG01016
RITES,RITES Limited,EQ,02-JUL-2018,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,INE722J01012
RKEC,RKEC Projects Limited,EQ,18-DEC-2020,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,INE399G01023
RKSWAMY,R K Swamy Limited,EQ,12-MAR-2024,INE0NQ801033
RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,30-JUL-2025,INE219Y01026
RML,Rane (Madras) Limited,EQ,30-AUG-2005,INE050H01012
RNBDENIMS,R&B Denims Limited,EQ,04-SEP-2025,INE012Q01021
ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,INE283H01019
ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,INE645S01024
ROLLT,Rollatainers Limited,BE,22-NOV-2016,INE927A01040
ROML,Raj Oil Mills Limited,EQ,06-OCT-2020,INE294G01026
ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,INE02A801020
ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,INE847C01020
ROSSTECH,Rossell Techsys Limited,EQ,09-DEC-2024,INE0OJW01016
ROTO,Roto Pumps Limited,EQ,21-APR-2022,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,INE912T01018
RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,INE105J01010
RPOWER,Reliance Power Limited,EQ,11-FEB-2008,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,INE324L01013
RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,INE760W01023
RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,INE425Y01011
RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,INE0J1F01024
RRKABEL,R R Kabel Limited,EQ,20-SEP-2023,INE777K01022
RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,INE165B01029
RSWM,RSWM Limited,EQ,15-FEB-1995,INE611A01016
RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,INE834M01019
RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,INE399K01017
RUBFILA,Rubfila International Limited,EQ,08-AUG-2024,INE642C01025
RUBICON,Rubicon Research Limited,EQ,16-OCT-2025,INE506V01022
RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,INE301D01026
RUCHINFRA,Ruchi Infrastructure Limited,EQ,16-OCT-1996,INE413B01023
RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,INE803H01014
RUDRA,Rudra Global Infra Products Limited,EQ,19-DEC-2025,INE027T01023
RUPA,Rupa & Company Limited,EQ,07-DEC-2011,INE895B01021
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,INE263M01029
RVHL,Ravinder Heights Limited,EQ,18-DEC-2020,INE09E501017
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,INE415G01027
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,INE0DAB01012
S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,INE902B01017
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-SEP-2025,INE13B501022
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,INE860T01019
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,INE226H01026
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,INE764L01010
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,INE888C01040
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,INE976T01013
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,INE229C01021
SAGILITY,SAGILITY LIMITED,EQ,12-NOV-2024,INE0W2G01015
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,INE280H01015
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,INE114A01011
SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,INE570L01029
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,INE623A01011
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,INE667G01023
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,INE190H01024
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,INE170V01027
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,INE498E01010
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,INE658G01014
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,INE457F01013
SAMBHAAV,Sambhaav Media Limited,BE,05-JUN-1996,INE699B01027
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,INE12NJ01018
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,EQ,23-JUL-2013,INE148I01020
SAMPANN,Sampann Utpadan India Limited,EQ,27-JUL-2012,INE735M01018
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,INE0JPD01013
SANCO,Sanco Industries Limited,BZ,22-NOV-2016,INE782L01012
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,INE583B01015
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,INE149K01016
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,INE495C01010
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,INE999B01013
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,INE989A01032
SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,INE753W01010
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,INE0UOS01011
SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,INE953O01021
SANSTAR,Sanstar Limited,EQ,26-JUL-2024,INE08NE01025
SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,INE890C01046
SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,INE806T01020
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,INE385C01021
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,INE453D01025
SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,INE324X01026
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,INE231F01020
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,INE019J01013
SATIA,Satia Industries Limited,EQ,17-JUL-2019,INE170E01023
